season,lg,player,player_id,age,team,pos,g,gs,mp,pg_percent,sg_percent,sf_percent,pf_percent,c_percent,on_court_plus_minus_per_100_poss,net_plus_minus_per_100_poss,bad_pass_turnover,lost_ball_turnover,shooting_foul_committed,offensive_foul_committed,shooting_foul_drawn,offensive_foul_drawn,points_generated_by_assists,and1,fga_blocked
2022,NBA,Isaiah Jackson,jacksis01,20,IND,C,36,15,541,0.0,0.0,0.0,6.0,95.0,-4.7,-0.8,12,5,43,17,40,5.0,24,8,9
2022,NBA,Jaren Jackson Jr.,jacksja02,22,MEM,PF,78,78,2126,0.0,0.0,3.0,55.0,43.0,7.7,4.1,35,31,136,52,162,10.0,206,35,98
2022,NBA,Josh Jackson,jacksjo02,24,2TM,SF,51,3,830,0.0,2.0,51.0,47.0,0.0,-9.2,-1.7,33,8,41,3,39,16.0,127,12,22
2022,NBA,Josh Jackson,jacksjo02,24,DET,SF,39,3,707,0.0,0.0,47.0,53.0,0.0,-9.2,-1.4,29,5,32,1,28,12.0,115,9,17
2022,NBA,Josh Jackson,jacksjo02,24,SAC,SF,12,0,123,0.0,10.0,77.0,13.0,0.0,-9.0,-3.7,4,3,9,2,11,4.0,12,3,5
2022,NBA,Justin Jackson,jacksju01,26,2TM,SF,7,0,37,0.0,44.0,22.0,34.0,0.0,-22.0,-30.0,1,0,2,0,0,0.0,5,0,0
2022,NBA,Justin Jackson,jacksju01,26,BOS,SF,1,0,2,0.0,0.0,0.0,100.0,0.0,-125.0,-132.8,0,0,0,0,0,0.0,0,0,0
2022,NBA,Justin Jackson,jacksju01,26,PHO,SF,6,0,35,0.0,46.0,24.0,30.0,0.0,-16.1,-24.1,1,0,2,0,0,0.0,5,0,0
2022,NBA,Reggie Jackson,jacksre01,31,LAC,SG,75,75,2337,76.0,24.0,0.0,0.0,0.0,-1.0,-2.9,120,35,66,10,58,24.0,859,11,38
2022,NBA,LeBron James,jamesle01,37,LAL,C,56,56,2084,0.0,0.0,6.0,44.0,50.0,-2.1,2.1,114,45,59,18,157,18.0,843,57,46
2022,NBA,DeJon Jarreau,jarrede01,24,IND,SG,1,0,1,0.0,100.0,0.0,0.0,0.0,0.0,4.1,0,0,0,0,0,0.0,0,0,0
2022,NBA,DaQuan Jeffries,jeffrda01,24,MEM,SG,3,0,9,0.0,10.0,53.0,37.0,0.0,-28.2,-34.0,0,0,1,0,0,0.0,2,0,0
2022,NBA,Ty Jerome,jeromty01,24,OKC,SG,48,4,801,17.0,61.0,22.0,0.0,0.0,-3.3,6.2,19,12,26,2,20,4.0,276,4,18
2022,NBA,Isaiah Joe,joeis01,22,PHI,SG,55,1,609,49.0,47.0,4.0,0.0,0.0,2.2,-0.6,12,2,23,3,14,9.0,85,5,6
2022,NBA,Alize Johnson,johnsal02,25,3TM,PF,23,0,167,0.0,0.0,8.0,33.0,60.0,-10.7,-10.4,1,6,13,3,6,0.0,22,2,7
2022,NBA,Alize Johnson,johnsal02,25,CHI,PF,16,0,121,0.0,0.0,4.0,20.0,76.0,-21.8,-22.1,0,4,10,3,4,0.0,20,1,3
2022,NBA,Alize Johnson,johnsal02,25,WAS,PF,3,0,18,0.0,0.0,39.0,61.0,0.0,-3.8,-0.5,1,1,0,0,1,0.0,0,1,2
2022,NBA,Alize Johnson,johnsal02,25,NOP,PF,4,0,28,0.0,0.0,4.0,69.0,27.0,32.5,33.8,0,1,3,0,1,0.0,2,0,2
2022,NBA,B.J. Johnson,johnsbj01,26,ORL,SF,4,0,65,1.0,49.0,50.0,0.0,0.0,-11.2,-3.0,0,0,3,0,0,0.0,0,0,2
2022,NBA,Cameron Johnson,johnsca02,25,PHO,PF,66,16,1730,0.0,0.0,3.0,91.0,6.0,6.9,-1.5,24,15,60,3,55,16.0,232,18,29
2022,NBA,David Johnson,johnsda08,20,TOR,SG,2,0,2,0.0,100.0,0.0,0.0,0.0,-50.0,-52.2,0,0,0,0,0,0.0,0,0,0
2022,NBA,James Johnson,johnsja01,34,BRK,PF,62,10,1191,0.0,0.0,30.0,66.0,4.0,-0.9,-3.2,27,9,80,8,30,3.0,318,9,19
2022,NBA,Jalen Johnson,johnsja05,20,ATL,PF,22,0,120,0.0,0.0,0.0,87.0,13.0,-6.4,-8.5,7,0,6,1,2,0.0,9,1,2
2022,NBA,Joe Johnson,johnsjo02,40,BOS,SG,1,0,2,0.0,0.0,100.0,0.0,0.0,-125.0,-132.8,0,0,0,0,0,0.0,0,0,0
2022,NBA,Keldon Johnson,johnske04,22,SAS,SF,75,74,2392,0.0,2.0,41.0,56.0,1.0,1.7,4.0,39,29,72,18,116,13.0,390,32,63
2022,NBA,Keon Johnson,johnske07,19,2TM,SG,37,12,697,17.0,65.0,18.0,0.0,0.0,-19.6,-14.4,22,17,43,1,19,5.0,178,4,23
2022,NBA,Keon Johnson,johnske07,19,LAC,SG,15,0,135,45.0,55.0,1.0,0.0,0.0,-0.5,-0.7,3,3,14,0,8,3.0,29,1,4
2022,NBA,Keon Johnson,johnske07,19,POR,SG,22,12,562,10.0,67.0,22.0,0.0,0.0,-24.1,-17.7,19,14,29,1,11,2.0,149,3,19
2022,NBA,Stanley Johnson,johnsst04,25,LAL,PF,48,27,1094,0.0,0.0,23.0,71.0,6.0,-1.2,2.6,15,10,50,6,35,5.0,195,8,19
2022,NBA,Tyler Johnson,johnsty01,29,2TM,PG,6,0,91,100.0,0.0,0.0,0.0,0.0,-6.1,-7.4,1,1,3,0,0,2.0,16,0,1
2022,NBA,Tyler Johnson,johnsty01,29,PHI,PG,3,0,38,100.0,0.0,0.0,0.0,0.0,8.8,6.2,0,1,1,0,0,0.0,5,0,1
2022,NBA,Tyler Johnson,johnsty01,29,SAS,PG,3,0,53,100.0,0.0,0.0,0.0,0.0,-16.8,-17.2,1,0,2,0,0,2.0,11,0,0
2022,NBA,Nikola Jokić,jokicni01,26,DEN,C,74,74,2476,0.0,0.0,0.0,0.0,100.0,8.4,16.4,173,76,101,21,188,10.0,1356,72,66
2022,NBA,Carlik Jones,jonesca03,24,2TM,PG,5,0,23,100.0,0.0,0.0,0.0,0.0,-33.2,-36.7,2,1,0,0,0,0.0,11,0,0
2022,NBA,Carlik Jones,jonesca03,24,DAL,PG,3,0,19,100.0,0.0,0.0,0.0,0.0,-35.5,-39.3,2,1,0,0,0,0.0,11,0,0
2022,NBA,Carlik Jones,jonesca03,24,DEN,PG,2,0,4,100.0,0.0,0.0,0.0,0.0,-22.2,-24.6,0,0,0,0,0,0.0,0,0,0
2022,NBA,Damian Jones,jonesda03,26,SAC,C,56,15,1017,0.0,0.0,0.0,0.0,100.0,-8.6,-4.2,22,16,71,15,66,7.0,167,21,18
2022,NBA,Derrick Jones Jr.,jonesde02,24,CHI,PF,51,8,899,0.0,1.0,44.0,46.0,10.0,2.2,3.3,7,8,54,9,35,6.0,75,10,20
2022,NBA,Herbert Jones,joneshe01,23,NOP,PF,78,69,2335,0.0,0.0,23.0,75.0,2.0,1.5,6.3,39,23,97,17,71,22.0,394,15,55
2022,NBA,Jemerrio Jones,jonesje01,26,LAL,SF,2,0,15,0.0,0.0,19.0,81.0,0.0,-43.3,-40.4,0,0,0,0,0,0.0,0,0,0
2022,NBA,Kai Jones,joneska01,21,CHO,C,21,0,63,0.0,0.0,9.0,50.0,41.0,-7.8,-8.4,2,2,3,0,3,0.0,9,0,0
2022,NBA,Mason Jones,jonesma05,23,LAL,SG,4,0,51,4.0,72.0,24.0,0.0,0.0,17.5,20.9,0,1,4,0,6,0.0,10,3,0
2022,NBA,Tre Jones,jonestr01,22,SAS,PG,69,11,1148,100.0,0.0,0.0,0.0,0.0,-0.5,-0.9,29,10,30,5,40,27.0,572,12,28
2022,NBA,Tyus Jones,jonesty01,25,MEM,PG,73,23,1549,100.0,0.0,0.0,0.0,0.0,8.0,3.5,27,12,13,2,19,4.0,792,5,18
2022,NBA,DeAndre Jordan,jordade01,33,2TM,C,48,20,622,0.0,0.0,0.0,0.0,100.0,-9.8,-9.5,13,10,39,9,20,0.0,52,2,6
2022,NBA,DeAndre Jordan,jordade01,33,LAL,C,32,19,408,0.0,0.0,0.0,0.0,100.0,-11.0,-8.8,6,8,29,6,14,0.0,31,2,6
2022,NBA,DeAndre Jordan,jordade01,33,PHI,C,16,1,214,0.0,0.0,0.0,0.0,100.0,-7.4,-10.7,7,2,10,3,6,0.0,21,0,0
2022,NBA,Cory Joseph,josepco01,30,DET,PG,65,39,1600,95.0,6.0,0.0,0.0,0.0,-6.5,2.6,43,24,62,12,41,25.0,588,14,20
2022,NBA,Georgios Kalaitzakis,kalaige01,23,2TM,SF,13,4,214,0.0,16.0,45.0,39.0,0.0,-29.7,-24.7,12,6,6,1,14,0.0,28,4,0
2022,NBA,Georgios Kalaitzakis,kalaige01,23,MIL,SF,9,0,48,0.0,15.0,68.0,15.0,2.0,-50.5,-54.3,2,0,1,1,3,0.0,0,1,0
2022,NBA,Georgios Kalaitzakis,kalaige01,23,OKC,SF,4,4,166,0.0,16.0,38.0,46.0,0.0,-23.7,-16.1,10,6,5,0,11,0.0,28,3,0
2022,NBA,Frank Kaminsky,kaminfr01,28,PHO,C,9,0,181,0.0,0.0,0.0,0.0,100.0,8.8,1.1,0,3,9,1,10,2.0,31,4,3
2022,NBA,Enes Freedom,kanteen01,29,BOS,C,35,1,411,0.0,0.0,0.0,0.0,100.0,8.9,1.4,3,9,29,4,15,1.0,19,5,16
2022,NBA,Luke Kennard,kennalu01,25,LAC,SG,70,13,1919,21.0,74.0,5.0,0.0,0.0,3.8,7.1,38,14,37,6,23,3.0,353,8,17
2022,NBA,Braxton Key,keybr01,24,2TM,SF,11,0,197,0.0,0.0,8.0,87.0,6.0,5.9,14.3,8,2,15,1,6,4.0,25,3,4
2022,NBA,Braxton Key,keybr01,24,PHI,SF,2,0,6,0.0,0.0,0.0,100.0,0.0,-28.6,-31.3,1,1,1,0,0,0.0,2,0,0
2022,NBA,Braxton Key,keybr01,24,DET,SF,9,0,191,0.0,0.0,8.0,86.0,6.0,7.0,15.7,7,1,14,1,6,4.0,23,3,4
2022,NBA,George King,kingge03,28,DAL,SF,4,0,19,0.0,0.0,26.0,74.0,0.0,-60.0,-63.9,1,0,3,0,1,0.0,0,0,1
2022,NBA,Louis King,kinglo02,22,SAC,SF,10,0,104,0.0,8.0,56.0,35.0,1.0,-14.7,-9.5,0,0,7,0,5,2.0,21,1,1
2022,NBA,Corey Kispert,kispeco01,22,WAS,SF,77,36,1801,0.0,35.0,62.0,2.0,0.0,-0.1,5.8,21,14,48,7,27,6.0,198,6,20
2022,NBA,Maxi Kleber,klebima01,30,DAL,PF,59,21,1450,0.0,0.0,0.0,53.0,48.0,4.1,0.8,12,11,76,14,21,20.0,172,5,14
2022,NBA,Brandon Knight,knighbr03,30,DAL,PG,5,0,65,83.0,17.0,0.0,0.0,0.0,-8.3,-12.1,2,0,2,1,0,1.0,20,0,2
2022,NBA,Nathan Knight,knighna01,24,MIN,PF,37,2,267,0.0,0.0,0.0,27.0,73.0,4.4,2.1,6,5,19,6,29,0.0,54,4,12
2022,NBA,Kevin Knox,knoxke01,22,2TM,SF,30,0,222,0.0,12.0,30.0,57.0,1.0,-15.6,-17.2,3,1,12,0,9,1.0,25,0,4
2022,NBA,Kevin Knox,knoxke01,22,NYK,SF,13,0,111,0.0,0.0,26.0,72.0,1.0,-23.0,-24.0,2,0,3,0,4,0.0,7,0,1
2022,NBA,Kevin Knox,knoxke01,22,ATL,SF,17,0,111,0.0,25.0,33.0,42.0,0.0,-8.2,-10.4,1,1,9,0,5,1.0,18,0,3
2022,NBA,John Konchar,konchjo01,25,MEM,SG,72,7,1292,24.0,59.0,17.0,0.0,0.0,4.0,-2.6,21,7,52,1,22,4.0,266,2,4
2022,NBA,Furkan Korkmaz,korkmfu01,24,PHI,SG,67,19,1414,1.0,26.0,67.0,6.0,0.0,0.9,-2.9,30,9,28,1,32,10.0,311,4,18
2022,NBA,Luke Kornet,kornelu01,26,3TM,C,15,0,103,0.0,0.0,0.0,2.0,98.0,8.0,1.2,0,0,9,0,3,0.0,23,2,2
2022,NBA,Luke Kornet,kornelu01,26,CLE,C,2,0,15,0.0,0.0,0.0,13.0,87.0,54.9,53.0,0,0,1,0,1,0.0,3,1,1
2022,NBA,Luke Kornet,kornelu01,26,MIL,C,1,0,3,0.0,0.0,0.0,0.0,100.0,-93.3,-96.6,0,0,1,0,0,0.0,0,0,0
2022,NBA,Luke Kornet,kornelu01,26,BOS,C,12,0,85,0.0,0.0,0.0,0.0,100.0,3.3,-4.5,0,0,7,0,2,0.0,20,1,1
2022,NBA,Vit Krejci,krejcvi01,21,OKC,SG,30,8,690,0.0,19.0,63.0,18.0,0.0,-12.2,-4.8,16,7,34,2,12,3.0,140,2,9
2022,NBA,Arnoldas Kulboka,kulboar01,24,CHO,SF,2,0,5,0.0,0.0,49.0,51.0,0.0,-90.0,-90.7,0,0,1,0,0,0.0,0,0,0
2022,NBA,Jonathan Kuminga,kuminjo01,19,GSW,SF,70,12,1185,0.0,0.0,14.0,63.0,24.0,2.0,-5.3,33,19,66,18,93,5.0,156,11,35
2022,NBA,Kyle Kuzma,kuzmaky01,26,WAS,PF,66,66,2204,0.0,0.0,3.0,85.0,12.0,-5.6,-5.3,74,48,74,19,101,6.0,554,25,35
2022,NBA,Anthony Lamb,lamban01,24,SAS,SF,2,0,8,0.0,0.0,50.0,50.0,0.0,25.8,25.8,0,0,0,0,0,0.0,5,0,1
2022,NBA,Jeremy Lamb,lambje01,29,2TM,SF,56,0,935,8.0,43.0,47.0,2.0,0.0,-0.3,5.0,21,8,26,1,42,3.0,190,13,10
2022,NBA,Jeremy Lamb,lambje01,29,IND,SF,39,0,613,0.0,35.0,62.0,2.0,0.0,1.5,6.6,13,5,20,1,30,1.0,120,7,6
2022,NBA,Jeremy Lamb,lambje01,29,SAC,SG,17,0,322,25.0,58.0,17.0,0.0,0.0,-3.6,2.0,8,3,6,0,12,2.0,70,6,4
2022,NBA,Jock Landale,landajo01,26,SAS,C,54,1,589,0.0,0.0,0.0,7.0,93.0,-1.5,-1.9,14,6,34,6,20,4.0,111,7,12
2022,NBA,Romeo Langford,langfro01,22,2TM,SG,48,5,771,2.0,44.0,51.0,2.0,0.0,1.9,-6.7,9,3,28,1,19,5.0,53,6,14
2022,NBA,Romeo Langford,langfro01,22,BOS,SG,44,5,728,3.0,43.0,52.0,2.0,0.0,1.3,-7.8,9,3,27,1,17,3.0,49,6,14
2022,NBA,Romeo Langford,langfro01,22,SAS,SG,4,0,43,0.0,64.0,36.0,0.0,0.0,13.0,13.0,0,0,1,0,2,2.0,4,0,0
2022,NBA,Zach LaVine,lavinza01,26,CHI,SG,67,67,2328,1.0,50.0,48.0,2.0,0.0,-0.6,-0.7,69,69,61,14,154,1.0,702,35,61
2022,NBA,Jake Layman,laymaja01,27,MIN,SF,34,1,231,0.0,2.0,53.0,45.0,0.0,-2.1,-4.8,5,3,6,1,10,0.0,22,2,4
2022,NBA,Damion Lee,leeda03,29,GSW,SG,63,5,1256,4.0,67.0,29.0,1.0,0.0,2.8,-4.3,9,11,50,10,23,16.0,160,5,12
2022,NBA,Saben Lee,leesa01,22,DET,PG,37,0,604,100.0,0.0,0.0,0.0,0.0,-8.0,0.0,24,7,21,1,34,7.0,259,5,22
2022,NBA,Alex Len,lenal01,28,SAC,C,39,10,620,0.0,0.0,0.0,0.0,100.0,-5.4,0.1,14,11,57,14,29,2.0,118,7,13
2022,NBA,Caris LeVert,leverca01,27,2TM,SG,58,49,1781,7.0,71.0,22.0,0.0,0.0,-2.2,0.4,45,42,57,8,93,16.0,602,19,52
2022,NBA,Caris LeVert,leverca01,27,IND,SG,39,39,1214,7.0,62.0,32.0,0.0,0.0,-1.4,3.7,29,30,39,5,67,11.0,415,14,38
2022,NBA,Caris LeVert,leverca01,27,CLE,SG,19,10,567,7.0,91.0,2.0,0.0,0.0,-3.7,-6.8,16,12,18,3,26,5.0,187,5,14
2022,NBA,Kira Lewis Jr.,lewiski01,20,NOP,PG,24,0,341,92.0,8.0,0.0,0.0,0.0,-15.5,-15.8,19,5,8,0,6,4.0,120,2,6
2022,NBA,Scottie Lewis,lewissc01,21,CHO,SG,2,0,7,33.0,67.0,0.0,0.0,0.0,-26.7,-27.3,0,0,0,0,0,0.0,2,0,0
2022,NBA,Damian Lillard,lillada01,31,POR,PG,29,29,1056,100.0,0.0,0.0,0.0,0.0,-1.5,10.1,59,17,21,4,53,9.0,505,8,22
2022,NBA,Nassir Little,littlna01,21,POR,SF,42,23,1088,0.0,0.0,64.0,35.0,0.0,-0.7,11.3,15,15,50,5,44,5.0,147,12,14
2022,NBA,Isaiah Livers,liveris01,23,DET,SF,19,5,383,0.0,2.0,45.0,53.0,0.0,-2.1,6.6,7,6,23,1,7,1.0,55,1,3
2022,NBA,Kevon Looney,looneke01,25,GSW,C,82,80,1732,0.0,0.0,0.0,1.0,99.0,6.2,0.7,25,17,113,19,60,2.0,400,9,36
2022,NBA,Brook Lopez,lopezbr01,33,MIL,C,13,11,298,0.0,0.0,0.0,0.0,100.0,-1.5,-5.1,4,2,18,5,10,0.0,14,3,5
2022,NBA,Robin Lopez,lopezro01,33,ORL,C,36,9,612,0.0,0.0,0.0,0.0,100.0,-6.5,2.0,9,11,36,17,24,2.0,127,6,5
2022,NBA,Didi Louzada,louzama01,22,2TM,SF,9,1,129,0.0,19.0,75.0,5.0,0.0,-32.2,-24.4,2,2,8,0,0,1.0,11,0,3
2022,NBA,Didi Louzada,louzama01,22,NOP,SF,2,0,7,0.0,0.0,0.0,100.0,0.0,-37.9,-36.9,0,0,0,0,0,0.0,2,0,0
2022,NBA,Didi Louzada,louzama01,22,POR,SG,7,1,122,0.0,20.0,80.0,0.0,0.0,-31.9,-23.7,2,2,8,0,0,1.0,9,0,3
2022,NBA,Kevin Love,loveke01,33,CLE,C,74,4,1665,0.0,0.0,0.0,33.0,67.0,0.9,-2.2,59,19,53,13,64,30.0,368,11,17
2022,NBA,Kyle Lowry,lowryky01,35,MIA,PG,63,63,2133,100.0,0.0,0.0,0.0,0.0,5.5,2.1,126,20,78,10,55,45.0,1126,11,20
2022,NBA,Gabriel Lundberg,lundbga01,27,PHO,SG,4,0,44,0.0,70.0,30.0,0.0,0.0,15.2,7.5,0,2,1,0,0,0.0,28,0,2
2022,NBA,Timothé Luwawu-Cabarrot,luwawti01,26,ATL,SF,52,18,685,0.0,2.0,83.0,15.0,0.0,-2.6,-5.4,13,3,37,2,20,8.0,99,4,9
2022,NBA,Trey Lyles,lylestr01,26,2TM,PF,75,23,1537,0.0,0.0,1.0,57.0,42.0,-7.7,-0.7,34,19,68,15,127,10.0,217,42,34
2022,NBA,Trey Lyles,lylestr01,26,DET,PF,51,3,990,0.0,0.0,0.0,35.0,65.0,-8.1,-0.2,25,14,51,11,93,6.0,145,33,18
2022,NBA,Trey Lyles,lylestr01,26,SAC,PF,24,20,547,0.0,0.0,4.0,95.0,1.0,-6.8,-1.6,9,5,17,4,34,4.0,72,9,16
2022,NBA,Théo Maledon,maledth01,20,OKC,PG,51,7,908,74.0,26.0,0.0,0.0,0.0,-11.7,-4.4,37,14,27,1,48,7.0,279,12,24
2022,NBA,Sandro Mamukelashvili,mamuksa01,22,MIL,PF,41,3,407,0.0,0.0,1.0,39.0,60.0,-18.2,-23.7,7,3,18,1,11,0.0,56,4,9
2022,NBA,Terance Mann,mannte01,25,LAC,SF,81,33,2317,0.0,19.0,61.0,19.0,0.0,1.9,4.1,38,22,60,13,75,17.0,532,15,44
2022,NBA,Tre Mann,manntr01,20,OKC,PG,60,26,1367,100.0,0.0,0.0,0.0,0.0,-10.9,-4.0,30,28,62,2,40,4.0,216,9,33
2022,NBA,Boban Marjanović,marjabo01,33,DAL,C,23,0,128,0.0,0.0,0.0,0.0,100.0,15.7,12.6,2,7,12,3,11,1.0,8,4,5
2022,NBA,Lauri Markkanen,markkla01,24,CLE,SF,61,61,1878,0.0,9.0,64.0,27.0,1.0,4.3,4.1,25,18,74,6,68,6.0,190,15,46
2022,NBA,Naji Marshall,marshna01,24,NOP,SF,55,4,735,0.0,24.0,56.0,20.0,1.0,-2.4,-1.6,24,10,31,7,44,6.0,144,5,18
2022,NBA,Caleb Martin,martica02,26,MIA,SF,60,12,1372,0.0,20.0,58.0,22.0,0.0,7.0,3.7,21,12,48,9,45,17.0,165,9,23
2022,NBA,Cody Martin,martico01,26,CHO,SF,71,11,1866,6.0,65.0,28.0,1.0,0.0,0.5,0.0,34,17,49,4,48,33.0,437,13,28
2022,NBA,Kelan Martin,martike03,26,2TM,SF,30,1,450,0.0,4.0,68.0,28.0,1.0,-6.4,-2.7,9,1,17,1,7,0.0,51,1,10
2022,NBA,Kelan Martin,martike03,26,IND,SF,27,1,444,0.0,3.0,68.0,28.0,1.0,-5.6,-1.8,9,1,17,1,7,0.0,51,1,10
2022,NBA,Kelan Martin,martike03,26,BOS,SF,3,0,6,0.0,51.0,49.0,0.0,0.0,-64.6,-72.4,0,0,0,0,0,0.0,0,0,0
2022,NBA,KJ Martin,martike04,21,HOU,SF,79,2,1656,0.0,0.0,21.0,76.0,4.0,-7.5,2.7,28,15,68,9,66,4.0,258,18,46
2022,NBA,Garrison Mathews,mathega01,25,HOU,SG,65,33,1712,0.0,13.0,84.0,2.0,0.0,-7.1,3.5,23,9,89,4,61,71.0,154,14,16
2022,NBA,Dakota Mathias,mathida01,26,MEM,SG,6,0,16,80.0,20.0,0.0,0.0,0.0,-37.5,-43.5,0,0,0,0,0,0.0,2,0,0
2022,NBA,Wesley Matthews,matthwe02,35,MIL,SG,49,14,1002,8.0,51.0,40.0,1.0,0.0,8.3,6.8,11,5,43,1,12,25.0,85,5,10
2022,NBA,Tyrese Maxey,maxeyty01,21,PHI,PG,75,74,2650,99.0,1.0,0.0,0.0,0.0,3.4,2.2,48,22,83,9,116,4.0,774,36,54
2022,NBA,Skylar Mays,mayssk01,24,ATL,SG,28,5,220,28.0,59.0,13.0,0.0,0.0,-11.7,-14.3,6,2,5,1,4,2.0,47,3,5
2022,NBA,Miles McBride,mcbrimi01,21,NYK,PG,40,2,372,100.0,0.0,0.0,0.0,0.0,15.2,16.5,2,2,20,0,4,2.0,105,1,4
2022,NBA,Mac McClung,mccluma01,23,2TM,PG,2,0,25,57.0,43.0,0.0,0.0,0.0,9.7,12.5,2,0,3,0,1,0.0,2,1,1
2022,NBA,Mac McClung,mccluma01,23,CHI,PG,1,0,3,0.0,100.0,0.0,0.0,0.0,-60.0,-59.7,1,0,0,0,0,0.0,0,0,0
2022,NBA,Mac McClung,mccluma01,23,LAL,SG,1,0,22,65.0,36.0,0.0,0.0,0.0,19.1,22.4,1,0,3,0,1,0.0,2,1,1
2022,NBA,CJ McCollum,mccolcj01,30,2TM,PG,62,62,2145,19.0,76.0,5.0,0.0,0.0,-1.2,6.3,70,31,49,13,80,7.0,748,25,57
2022,NBA,CJ McCollum,mccolcj01,30,POR,SG,36,36,1267,4.0,90.0,7.0,0.0,0.0,-4.1,7.0,38,18,36,5,34,5.0,398,9,30
2022,NBA,CJ McCollum,mccolcj01,30,NOP,PG,26,26,878,41.0,57.0,1.0,0.0,0.0,3.1,5.3,32,13,13,8,46,2.0,350,16,27
2022,NBA,T.J. McConnell,mccontj01,29,IND,PG,27,8,652,100.0,0.0,0.0,0.0,0.0,-4.8,-0.9,22,5,27,0,9,11.0,322,3,11
2022,NBA,Jalen McDaniels,mcdanja01,24,CHO,SF,55,2,895,0.0,1.0,32.0,64.0,2.0,2.7,2.9,10,16,44,3,34,8.0,142,6,5
2022,NBA,Jaden McDaniels,mcdanja02,21,MIN,PF,70,31,1803,0.0,0.0,33.0,67.0,0.0,-0.1,-4.6,32,13,126,12,40,16.0,191,21,29
2022,NBA,Doug McDermott,mcderdo01,30,SAS,PF,51,51,1223,0.0,0.0,0.0,97.0,3.0,-3.2,-4.7,18,14,39,5,21,2.0,150,4,23
2022,NBA,JaVale McGee,mcgeeja01,34,PHO,C,74,17,1172,0.0,0.0,0.0,0.0,100.0,4.4,-4.7,29,27,104,32,68,6.0,95,24,20
2022,NBA,Cameron McGriff,mcgrica01,24,POR,SF,3,0,46,0.0,0.0,14.0,78.0,8.0,7.5,16.6,0,0,4,0,1,0.0,8,0,0
2022,NBA,Rodney McGruder,mcgruro01,30,DET,SG,51,2,754,2.0,56.0,41.0,1.0,0.0,-3.3,5.9,10,8,28,4,12,4.0,117,2,15
2022,NBA,Alfonzo McKinnie,mckinal01,29,CHI,SF,17,3,206,0.0,6.0,47.0,47.0,0.0,-12.7,-13.0,2,1,14,1,3,1.0,10,0,4
2022,NBA,JaQuori McLaughlin,mclauja01,24,DAL,PG,4,0,11,75.0,25.0,0.0,0.0,0.0,-41.8,-45.5,0,0,1,0,0,0.0,5,0,0
2022,NBA,Jordan McLaughlin,mclaujo01,25,MIN,PG,62,3,902,100.0,0.0,0.0,0.0,0.0,1.8,-0.9,29,9,20,0,17,10.0,451,6,14
2022,NBA,Ben McLemore,mclembe01,28,POR,SG,64,6,1285,11.0,72.0,18.0,0.0,0.0,-13.4,-6.7,25,17,62,2,29,9.0,146,5,21
2022,NBA,De'Anthony Melton,meltode01,23,MEM,SG,73,15,1657,20.0,78.0,3.0,0.0,0.0,6.6,1.3,59,32,66,7,45,8.0,457,8,33
2022,NBA,Sam Merrill,merrisa01,25,MEM,SG,6,0,58,66.0,15.0,11.0,8.0,0.0,-11.5,-17.5,2,0,2,0,2,1.0,8,1,0
2022,NBA,Chimezie Metu,metuch01,24,SAC,C,60,20,1279,0.0,0.0,0.0,73.0,27.0,-5.7,-0.3,23,25,38,9,45,8.0,146,7,29
2022,NBA,Khris Middleton,middlkh01,30,MIL,SF,66,66,2141,0.0,10.0,58.0,30.0,2.0,5.5,5.2,115,48,68,17,102,7.0,842,22,46
2022,NBA,C.J. Miles,milescj01,34,BOS,SG,1,0,2,0.0,100.0,0.0,0.0,0.0,-125.0,-132.8,0,0,1,0,0,0.0,0,0,0
2022,NBA,Paul Millsap,millspa01,36,2TM,C,33,1,376,0.0,0.0,0.0,33.0,67.0,-4.5,-6.4,5,8,41,4,10,2.0,70,2,5
2022,NBA,Paul Millsap,millspa01,36,BRK,C,24,0,270,0.0,0.0,0.0,45.0,55.0,0.2,-1.3,3,4,30,2,7,1.0,56,1,3
2022,NBA,Paul Millsap,millspa01,36,PHI,C,9,1,106,0.0,0.0,0.0,4.0,96.0,-16.3,-19.5,2,4,11,2,3,1.0,14,1,2
2022,NBA,Patty Mills,millspa02,33,BRK,SG,81,48,2346,25.0,62.0,12.0,0.0,0.0,1.4,0.0,46,15,40,6,19,38.0,414,6,25
2022,NBA,Shake Milton,miltosh01,25,PHI,SG,55,6,1179,7.0,64.0,27.0,2.0,0.0,-1.3,-5.7,23,8,47,10,37,5.0,332,15,20
2022,NBA,Davion Mitchell,mitchda01,23,SAC,PG,75,19,2076,67.0,33.0,0.0,0.0,0.0,-5.9,-1.0,71,28,63,5,30,26.0,759,9,41
2022,NBA,Donovan Mitchell,mitchdo01,25,UTA,SG,67,67,2266,44.0,55.0,1.0,0.0,0.0,5.8,-0.8,95,79,56,17,137,12.0,892,43,47
2022,NBA,Evan Mobley,mobleev01,20,CLE,PF,69,69,2331,0.0,0.0,1.0,76.0,23.0,2.1,0.0,39,64,103,9,123,2.0,418,30,50
2022,NBA,Malik Monk,monkma01,23,LAL,SG,76,37,2139,21.0,55.0,24.0,0.0,0.0,-0.2,6.3,77,28,85,8,48,6.0,518,13,34
2022,NBA,Greg Monroe,monrogr01,31,4TM,C,14,0,195,0.0,0.0,0.0,0.0,100.0,0.4,-2.3,8,3,14,0,13,0.0,53,3,10
