season,lg,player,player_id,age,team,pos,g,gs,mp,pg_percent,sg_percent,sf_percent,pf_percent,c_percent,on_court_plus_minus_per_100_poss,net_plus_minus_per_100_poss,bad_pass_turnover,lost_ball_turnover,shooting_foul_committed,offensive_foul_committed,shooting_foul_drawn,offensive_foul_drawn,points_generated_by_assists,and1,fga_blocked
2023,NBA,Day'Ron Sharpe,sharpda01,21,BRK,C,48,3,552,0.0,0.0,0.0,0.0,100.0,-10.3,-13.5,13,11,47,16,25,0.0,85,6,17
2023,NBA,Shaedon Sharpe,sharpsh01,19,POR,SG,80,15,1779,9.0,61.0,30.0,0.0,0.0,-7.7,-7.3,32,29,63,8,47,8.0,229,11,31
2023,NBA,Pascal Siakam,siakapa01,28,TOR,PF,71,71,2652,0.0,0.0,13.0,67.0,20.0,2.2,3.1,72,44,103,31,228,8.0,1026,52,35
2023,NBA,Chris Silva,silvach01,26,DAL,PF,1,0,3,0.0,0.0,0.0,100.0,0.0,12.5,12.3,0,0,1,1,0,0.0,0,0,0
2023,NBA,Ben Simmons,simmobe01,26,BRK,PG,42,33,1105,25.0,71.0,4.0,0.0,0.0,2.6,1.8,48,16,55,24,22,8.0,630,8,10
2023,NBA,Kobi Simmons,simmoko01,25,CHO,SG,5,0,28,59.0,41.0,0.0,0.0,0.0,-36.9,-31.4,0,0,0,0,1,1.0,11,0,0
2023,NBA,Anfernee Simons,simonan01,23,POR,SG,62,62,2171,38.0,60.0,2.0,0.0,0.0,-1.2,5.4,65,34,73,15,69,11.0,595,18,42
2023,NBA,Marko Simonovic,simonma01,23,CHI,C,7,0,20,0.0,0.0,0.0,24.0,76.0,36.0,34.6,0,0,3,0,0,0.0,0,0,0
2023,NBA,Jericho Sims,simsje01,24,NYK,C,52,16,812,0.0,0.0,0.0,17.0,83.0,-6.3,-11.8,6,5,63,11,8,1.0,60,4,6
2023,NBA,Marcus Smart,smartma01,28,BOS,PG,61,61,1957,98.0,2.0,0.0,0.0,0.0,5.9,-1.5,84,22,79,19,48,51.0,914,11,18
2023,NBA,Dennis Smith Jr.,smithde03,25,CHO,PG,54,15,1390,98.0,2.0,0.0,0.0,0.0,-1.6,6.4,52,16,63,5,46,6.0,614,5,37
2023,NBA,Dru Smith,smithdr01,25,2TM,SG,15,1,158,58.0,41.0,1.0,0.0,0.0,-8.4,-9.2,1,1,14,0,2,1.0,51,1,3
2023,NBA,Dru Smith,smithdr01,25,MIA,SG,5,1,67,76.0,24.0,0.0,0.0,0.0,-9.4,-9.4,0,0,7,0,0,1.0,11,0,0
2023,NBA,Dru Smith,smithdr01,25,BRK,SG,10,0,91,45.0,53.0,2.0,0.0,0.0,-7.6,-9.0,1,1,7,0,2,0.0,40,1,3
2023,NBA,Ish Smith,smithis01,34,DEN,PG,43,0,398,100.0,0.0,0.0,0.0,0.0,-4.1,-8.3,30,11,19,1,2,4.0,241,0,6
2023,NBA,Jalen Smith,smithja04,22,IND,C,68,31,1279,0.0,0.0,0.0,29.0,71.0,-4.5,-1.5,19,21,95,19,67,11.0,159,19,39
2023,NBA,Jabari Smith Jr.,smithja05,19,HOU,PF,79,79,2451,0.0,0.0,0.0,88.0,12.0,-11.5,-8.5,41,36,137,13,85,12.0,225,15,35
2023,NBA,Xavier Sneed,sneedxa01,25,CHO,SF,4,0,48,0.0,19.0,58.0,24.0,0.0,-23.9,-18.3,0,2,4,1,1,1.0,11,0,1
2023,NBA,Jeremy Sochan,sochaje01,19,SAS,PF,56,53,1458,0.0,0.0,6.0,93.0,2.0,-7.6,3.8,47,27,58,10,62,7.0,340,18,48
2023,NBA,Jaden Springer,sprinja01,20,PHI,SG,16,2,89,95.0,5.0,0.0,0.0,0.0,-0.4,-5.3,2,1,11,0,3,0.0,19,0,3
2023,NBA,Lamar Stevens,stevela01,25,CLE,SF,62,25,1120,0.0,11.0,58.0,32.0,0.0,1.8,-5.4,6,11,45,2,26,6.0,82,5,29
2023,NBA,Isaiah Stewart,stewais01,21,DET,C,50,47,1414,0.0,0.0,0.0,46.0,55.0,-8.4,0.2,17,16,70,18,64,5.0,170,11,20
2023,NBA,Max Strus,strusma01,26,MIA,SF,80,33,2272,0.0,16.0,57.0,27.0,0.0,-4.1,-9.1,40,13,103,9,34,17.0,397,8,23
2023,NBA,Jalen Suggs,suggsja01,21,ORL,SG,53,19,1246,31.0,53.0,16.0,0.0,0.0,-2.4,0.6,55,21,54,11,49,27.0,366,15,29
2023,NBA,Edmond Sumner,sumneed01,27,BRK,SG,53,12,736,42.0,48.0,10.0,1.0,0.0,2.9,2.0,25,13,38,3,56,10.0,155,14,25
2023,NBA,Cole Swider,swideco01,23,LAL,SF,7,0,41,0.0,0.0,10.0,80.0,10.0,-1.6,-2.2,0,0,2,0,0,0.0,10,0,0
2023,NBA,Jae'Sean Tate,tateja01,27,HOU,SF,31,7,677,0.0,38.0,55.0,7.0,0.0,-7.1,1.5,16,8,49,12,30,13.0,214,9,25
2023,NBA,Jayson Tatum,tatumja01,24,BOS,SF,74,74,2732,0.0,13.0,53.0,34.0,0.0,8.3,5.5,79,78,46,32,255,3.0,874,50,58
2023,NBA,Terry Taylor,taylote01,23,2TM,PF,31,2,264,0.0,8.0,10.0,73.0,9.0,4.4,7.2,1,2,7,3,6,1.0,28,1,6
2023,NBA,Terry Taylor,taylote01,23,IND,PF,26,2,228,0.0,9.0,12.0,74.0,5.0,-2.4,1.1,1,2,6,3,4,1.0,28,1,6
2023,NBA,Terry Taylor,taylote01,23,CHI,PF,5,0,36,0.0,0.0,0.0,67.0,33.0,47.0,45.8,0,0,1,0,2,0.0,0,0,0
2023,NBA,Garrett Temple,templga01,36,NOP,SG,25,0,162,0.0,22.0,78.0,1.0,0.0,-3.0,-5.4,3,0,9,0,2,0.0,29,0,2
2023,NBA,Dalen Terry,terryda01,20,CHI,SG,38,0,214,0.0,22.0,61.0,18.0,0.0,2.8,1.2,2,2,15,1,10,4.0,58,1,7
2023,NBA,Daniel Theis,theisda01,30,IND,C,7,1,109,0.0,0.0,0.0,0.0,100.0,-8.9,-5.6,0,0,4,1,7,0.0,23,2,3
2023,NBA,Cam Thomas,thomaca02,21,BRK,SG,57,4,948,9.0,56.0,32.0,3.0,0.0,-1.3,-3.3,22,18,32,4,76,10.0,187,18,14
2023,NBA,Klay Thompson,thompkl01,32,GSW,SF,69,69,2279,0.0,26.0,71.0,3.0,0.0,3.1,3.1,57,24,73,12,53,3.0,379,11,33
2023,NBA,JT Thor,thorjt01,20,CHO,PF,69,8,969,0.0,0.0,3.0,94.0,3.0,-6.6,-1.0,20,12,46,4,19,1.0,85,2,13
2023,NBA,Matisse Thybulle,thybuma01,25,2TM,SF,71,28,1200,4.0,51.0,43.0,2.0,0.0,1.8,1.6,16,3,50,3,16,10.0,133,4,7
2023,NBA,Matisse Thybulle,thybuma01,25,PHI,SF,49,6,591,0.0,31.0,65.0,4.0,0.0,8.8,4.8,5,1,29,2,7,10.0,53,2,4
2023,NBA,Matisse Thybulle,thybuma01,25,POR,SG,22,22,609,7.0,71.0,22.0,0.0,0.0,-5.0,-1.6,11,2,21,1,9,0.0,80,2,3
2023,NBA,Xavier Tillman Sr.,tillmxa01,24,MEM,C,61,29,1180,0.0,0.0,0.0,44.0,56.0,-1.3,-7.0,15,14,55,11,45,3.0,227,12,34
2023,NBA,Isaiah Todd,toddis01,21,WAS,PF,6,1,61,0.0,0.0,5.0,16.0,80.0,-6.9,-5.7,0,1,2,1,0,0.0,11,0,1
2023,NBA,Obi Toppin,toppiob01,24,NYK,PF,67,5,1050,0.0,0.0,0.0,100.0,0.0,2.9,-0.3,14,8,42,9,22,0.0,160,2,15
2023,NBA,Juan Toscano-Anderson,toscaju01,29,2TM,SF,52,9,700,0.0,15.0,59.0,26.0,0.0,-9.2,-9.8,15,8,40,8,9,9.0,159,2,12
2023,NBA,Juan Toscano-Anderson,toscaju01,29,LAL,SF,30,7,365,0.0,7.0,51.0,42.0,0.0,-9.4,-10.9,5,5,24,5,5,5.0,64,1,6
2023,NBA,Juan Toscano-Anderson,toscaju01,29,UTA,SF,22,2,335,0.0,25.0,67.0,8.0,0.0,-8.9,-8.6,10,3,16,3,4,4.0,95,1,6
2023,NBA,Karl-Anthony Towns,townska01,27,MIN,PF,29,29,957,0.0,0.0,0.0,65.0,35.0,0.9,1.4,40,12,57,28,59,6.0,318,15,19
2023,NBA,Gary Trent Jr.,trentga02,24,TOR,SG,66,44,2118,22.0,76.0,3.0,0.0,0.0,-1.6,-6.2,17,16,42,12,85,10.0,254,21,32
2023,NBA,P.J. Tucker,tuckepj01,37,PHI,PF,75,75,1920,0.0,0.0,8.0,83.0,8.0,4.2,-1.1,13,3,97,21,6,12.0,153,2,9
2023,NBA,Myles Turner,turnemy01,26,IND,C,62,62,1825,0.0,0.0,0.0,0.0,100.0,-1.6,3.4,26,21,130,31,129,5.0,214,32,30
2023,NBA,Stanley Umude,umudest01,23,DET,SG,1,0,2,0.0,0.0,100.0,0.0,0.0,75.0,83.5,0,0,0,0,1,0.0,0,0,0
2023,NBA,Jonas Valančiūnas,valanjo01,30,NOP,C,79,79,1968,0.0,0.0,0.0,0.0,100.0,-0.5,-5.1,34,46,123,53,108,1.0,321,24,47
2023,NBA,Jarred Vanderbilt,vandeja01,23,2TM,PF,78,65,1879,0.0,0.0,43.0,53.0,3.0,-1.7,-1.6,29,36,92,16,61,22.0,462,11,30
2023,NBA,Jarred Vanderbilt,vandeja01,23,UTA,PF,52,41,1254,0.0,0.0,51.0,45.0,5.0,-2.5,-2.0,20,20,59,15,43,8.0,357,8,21
2023,NBA,Jarred Vanderbilt,vandeja01,23,LAL,PF,26,24,625,0.0,0.0,28.0,71.0,1.0,-0.1,-0.8,9,16,33,1,18,14.0,105,3,9
2023,NBA,Fred VanVleet,vanvlfr01,28,TOR,PG,69,69,2535,92.0,8.0,0.0,0.0,0.0,2.6,3.9,75,33,80,15,102,26.0,1137,23,57
2023,NBA,Devin Vassell,vassede01,22,SAS,SG,38,32,1178,6.0,73.0,20.0,0.0,0.0,-12.9,-4.0,36,11,38,5,47,4.0,335,12,18
2023,NBA,Gabe Vincent,vincega01,26,MIA,PG,68,34,1759,82.0,19.0,0.0,0.0,0.0,-0.1,0.1,48,19,76,13,32,24.0,403,11,19
2023,NBA,Noah Vonleh,vonleno01,27,BOS,C,23,1,171,0.0,0.0,0.0,20.0,80.0,-2.2,-9.2,2,2,15,7,1,0.0,20,0,4
2023,NBA,Nikola Vučević,vucevni01,32,CHI,C,82,82,2746,0.0,0.0,0.0,1.0,100.0,-1.0,-8.1,56,36,107,27,71,4.0,653,22,44
2023,NBA,Dean Wade,wadede01,26,CLE,PF,44,13,891,0.0,0.0,33.0,62.0,5.0,7.1,1.8,10,4,44,0,13,8.0,96,4,7
2023,NBA,Franz Wagner,wagnefr01,21,ORL,SF,80,80,2609,0.0,16.0,72.0,12.0,0.0,0.6,10.2,72,53,78,23,138,44.0,680,31,84
2023,NBA,Moritz Wagner,wagnemo01,25,ORL,C,57,18,1109,0.0,0.0,0.0,6.0,94.0,-1.5,1.8,20,13,67,19,90,24.0,197,21,31
2023,NBA,Ish Wainright,wainris01,28,PHO,SF,60,2,915,0.0,0.0,36.0,64.0,0.0,5.4,4.8,13,0,62,5,11,8.0,133,2,8
2023,NBA,Jabari Walker,walkeja01,20,POR,SF,56,0,619,0.0,6.0,37.0,55.0,2.0,-8.7,-6.0,10,8,29,8,21,4.0,84,5,13
2023,NBA,Kemba Walker,walkeke02,32,DAL,PG,9,1,144,100.0,0.0,0.0,0.0,0.0,-3.5,-3.9,4,0,11,0,9,3.0,48,2,5
2023,NBA,Lonnie Walker IV,walkelo01,24,LAL,SG,56,32,1297,9.0,52.0,37.0,2.0,0.0,-6.6,-10.7,18,10,45,4,51,5.0,150,10,21
2023,NBA,John Wall,walljo01,32,LAC,PG,34,3,755,79.0,21.0,0.0,0.0,0.0,-5.2,-7.2,49,21,39,5,59,1.0,435,13,30
2023,NBA,T.J. Warren,warretj01,29,2TM,PF,42,0,687,0.0,0.0,19.0,68.0,14.0,3.7,2.3,4,5,33,4,17,2.0,95,6,7
2023,NBA,T.J. Warren,warretj01,29,BRK,PF,26,0,490,0.0,0.0,20.0,62.0,18.0,0.1,-1.3,3,5,23,4,15,2.0,69,4,6
2023,NBA,T.J. Warren,warretj01,29,PHO,SF,16,0,197,0.0,0.0,16.0,83.0,2.0,12.6,11.3,1,0,10,0,2,0.0,26,2,1
2023,NBA,Duane Washington Jr.,washidu02,22,PHO,SG,31,3,394,72.0,26.0,2.0,0.0,0.0,-3.7,-6.2,22,11,13,0,10,3.0,147,3,16
2023,NBA,P.J. Washington,washipj01,24,CHO,PF,73,73,2380,0.0,0.0,3.0,95.0,3.0,-7.3,-3.9,55,31,121,11,86,8.0,407,23,62
2023,NBA,TyTy Washington Jr.,washity02,21,HOU,PG,31,2,433,100.0,0.0,0.0,0.0,0.0,-5.3,3.3,8,4,20,1,8,4.0,106,2,4
2023,NBA,Yuta Watanabe,watanyu01,28,BRK,SF,58,1,928,0.0,4.0,31.0,58.0,8.0,-1.2,-3.2,10,5,57,3,24,8.0,117,3,9
2023,NBA,Lindy Waters III,waterli01,25,OKC,SG,41,0,531,1.0,20.0,54.0,24.0,0.0,10.0,10.1,3,4,31,0,7,1.0,72,0,3
2023,NBA,Trendon Watford,watfotr01,22,POR,PF,62,12,1182,0.0,0.0,1.0,44.0,55.0,-6.4,-4.0,25,15,60,18,51,13.0,311,12,14
2023,NBA,Peyton Watson,watsope01,20,DEN,SG,23,2,186,0.0,29.0,66.0,5.0,0.0,-14.5,-18.6,4,3,8,0,10,2.0,23,2,4
2023,NBA,Blake Wesley,weslebl01,19,SAS,SG,37,1,669,36.0,57.0,7.0,0.0,0.0,-14.5,-5.3,37,17,46,3,20,2.0,246,3,26
2023,NBA,Russell Westbrook,westbru01,34,2TM,PG,73,24,2126,74.0,26.0,0.0,0.0,0.0,-0.1,-1.4,169,51,71,16,144,8.0,1252,34,79
2023,NBA,Russell Westbrook,westbru01,34,LAL,PG,52,3,1491,67.0,33.0,0.0,0.0,0.0,-1.4,-3.3,125,31,53,11,108,6.0,879,22,66
2023,NBA,Russell Westbrook,westbru01,34,LAC,PG,21,21,635,92.0,8.0,0.0,0.0,0.0,3.1,3.0,44,20,18,5,36,2.0,373,12,13
2023,NBA,Coby White,whiteco01,22,CHI,SG,74,2,1730,49.0,47.0,4.0,0.0,0.0,4.0,4.3,38,18,69,3,33,24.0,479,12,24
2023,NBA,Derrick White,whitede01,28,BOS,SG,82,70,2319,21.0,71.0,8.0,0.0,0.0,10.7,9.7,54,25,115,4,96,51.0,793,27,33
2023,NBA,Jack White,whiteja03,25,DEN,SF,17,0,66,0.0,0.0,50.0,50.0,0.0,-6.1,-9.6,0,0,8,0,2,0.0,9,1,2
2023,NBA,Joe Wieskamp,wieskjo01,23,TOR,SF,9,0,50,23.0,31.0,46.0,0.0,0.0,5.6,4.5,0,1,1,0,0,0.0,7,0,1
2023,NBA,Aaron Wiggins,wiggiaa01,24,OKC,SG,70,14,1297,4.0,39.0,47.0,9.0,0.0,2.4,1.8,23,20,65,5,40,6.0,199,11,33
2023,NBA,Andrew Wiggins,wiggian01,27,GSW,SF,37,37,1190,0.0,1.0,73.0,26.0,0.0,5.3,5.0,23,12,59,10,38,10.0,219,12,21
2023,NBA,Lindell Wigginton,wiggili01,24,MIL,PG,7,1,87,100.0,0.0,0.0,0.0,0.0,-20.3,-24.4,9,2,6,1,5,4.0,33,1,2
2023,NBA,Alondes Williams,willial06,23,BRK,SG,1,0,5,0.0,100.0,0.0,0.0,0.0,-45.5,-46.8,1,0,0,0,0,0.0,0,0,0
2023,NBA,Donovan Williams,willido02,21,ATL,SG,2,0,4,0.0,0.0,100.0,0.0,0.0,83.3,83.0,0,0,0,0,0,0.0,0,0,0
2023,NBA,Grant Williams,willigr01,24,BOS,PF,79,23,2045,0.0,0.0,5.0,86.0,8.0,5.3,-2.7,27,20,100,17,47,20.0,333,12,21
2023,NBA,Jalen Williams,willija06,21,OKC,SG,75,62,2276,9.0,71.0,20.0,1.0,0.0,-0.3,-3.3,42,41,99,16,99,20.0,604,25,52
2023,NBA,Jaylin Williams,willija07,20,OKC,C,49,36,914,0.0,0.0,0.0,0.0,100.0,-3.8,-6.5,17,4,64,13,26,48.0,185,4,17
2023,NBA,Jeenathan Williams,willije02,23,POR,SG,5,4,127,3.0,88.0,9.0,0.0,0.0,-10.8,-7.4,2,0,9,1,2,0.0,23,1,2
2023,NBA,Kenrich Williams,willike04,28,OKC,PF,53,10,1206,0.0,8.0,39.0,43.0,10.0,4.7,5.1,11,10,60,7,21,35.0,255,5,13
2023,NBA,Mark Williams,willima07,21,CHO,C,43,17,828,0.0,0.0,0.0,0.0,100.0,-4.3,1.9,10,12,53,16,47,1.0,43,10,20
2023,NBA,Patrick Williams,willipa01,21,CHI,PF,82,65,2323,0.0,0.0,0.0,89.0,11.0,-1.8,-8.3,24,29,77,20,50,11.0,248,10,38
2023,NBA,Robert Williams,williro04,25,BOS,C,35,20,824,0.0,0.0,1.0,46.0,53.0,10.2,4.5,16,6,44,8,22,0.0,128,9,12
2023,NBA,Vince Williams Jr.,willivi01,22,MEM,SG,15,1,105,7.0,91.0,2.0,0.0,0.0,-16.3,-20.5,2,1,7,1,1,1.0,10,0,1
2023,NBA,Zion Williamson,willizi01,22,NOP,PF,29,29,956,0.0,0.0,0.0,95.0,5.0,7.3,6.9,34,41,31,14,127,2.0,344,35,44
2023,NBA,Ziaire Williams,willizi02,21,MEM,SF,37,4,561,1.0,13.0,77.0,9.0,0.0,-5.3,-10.4,16,9,35,2,12,17.0,80,4,5
2023,NBA,Dylan Windler,windldy01,26,CLE,SF,3,0,10,0.0,0.0,60.0,40.0,0.0,-11.4,-17.2,1,0,0,0,0,0.0,2,0,0
2023,NBA,Justise Winslow,winslju01,26,POR,PF,29,11,776,0.0,10.0,62.0,28.0,1.0,-1.6,2.5,21,12,44,7,12,7.0,225,0,13
2023,NBA,James Wiseman,wisemja01,21,2TM,C,45,22,867,0.0,0.0,0.0,0.0,100.0,-17.6,-13.7,13,10,69,16,43,2.0,72,7,22
2023,NBA,James Wiseman,wisemja01,21,GSW,C,21,0,262,0.0,0.0,0.0,0.0,100.0,-18.6,-21.9,6,1,28,6,15,2.0,35,4,4
2023,NBA,James Wiseman,wisemja01,21,DET,C,24,22,605,0.0,0.0,0.0,0.0,100.0,-17.1,-10.1,7,9,41,10,28,0.0,37,3,18
2023,NBA,Christian Wood,woodch01,27,DAL,C,67,17,1738,0.0,0.0,0.0,13.0,87.0,-1.3,-2.6,33,29,94,37,131,8.0,290,38,40
2023,NBA,Delon Wright,wrighde01,30,WAS,PG,50,14,1221,78.0,22.0,0.0,0.0,0.0,2.4,5.3,18,16,32,3,29,15.0,467,11,14
2023,NBA,McKinley Wright IV,wrighmc01,24,DAL,PG,27,1,335,99.0,1.0,0.0,0.0,0.0,-13.5,-15.0,8,9,17,0,7,4.0,151,5,7
2023,NBA,Gabe York,yorkga01,29,IND,SG,3,0,56,75.0,25.0,0.0,0.0,0.0,16.6,20.4,0,0,2,0,1,3.0,13,0,2
2023,NBA,Thaddeus Young,youngth01,34,TOR,PF,54,9,795,0.0,0.0,3.0,38.0,59.0,-5.4,-8.2,31,7,49,2,14,10.0,168,4,9
2023,NBA,Trae Young,youngtr01,24,ATL,PG,73,73,2541,100.0,0.0,0.0,0.0,0.0,0.8,1.0,233,43,48,13,220,41.0,1685,43,84
2023,NBA,Omer Yurtseven,yurtsom01,24,MIA,C,9,0,83,0.0,0.0,0.0,0.0,100.0,6.5,6.9,1,2,11,1,3,0.0,4,2,1
2023,NBA,Cody Zeller,zelleco01,30,MIA,C,15,2,217,0.0,0.0,0.0,0.0,100.0,-11.9,-12.4,6,0,19,6,14,0.0,26,3,3
2023,NBA,Ivica Zubac,zubaciv01,25,LAC,C,76,76,2170,0.0,0.0,0.0,0.0,100.0,-0.6,-2.8,36,31,148,28,110,2.0,184,18,46
2022,NBA,Precious Achiuwa,achiupr01,22,TOR,C,73,28,1725,0.0,0.0,0.0,2.0,98.0,2.2,0.0,19,26,70,24,64,10.0,200,15,51
2022,NBA,Steven Adams,adamsst01,28,MEM,C,76,75,1999,0.0,0.0,0.0,0.0,100.0,7.9,4.2,71,15,78,19,83,13.0,569,23,44
2022,NBA,Bam Adebayo,adebaba01,24,MIA,C,56,56,1825,0.0,0.0,0.0,2.0,98.0,7.6,5.5,59,39,72,38,173,8.0,480,48,40
2022,NBA,Santi Aldama,aldamsa01,21,MEM,PF,32,0,360,0.0,0.0,3.0,49.0,49.0,2.3,-3.8,7,3,16,5,16,1.0,58,5,5
2022,NBA,LaMarcus Aldridge,aldrila01,36,BRK,C,47,12,1050,0.0,0.0,0.0,0.0,100.0,1.5,0.1,12,11,46,12,56,0.0,110,22,11
2022,NBA,Nickeil Alexander-Walker,alexani01,23,2TM,SG,65,21,1466,3.0,42.0,41.0,14.0,0.0,-4.1,-5.6,63,18,48,7,47,11.0,373,7,43
2022,NBA,Nickeil Alexander-Walker,alexani01,23,NOP,SG,50,19,1317,4.0,40.0,42.0,15.0,0.0,-5.3,-6.3,58,16,39,6,42,11.0,329,5,41
2022,NBA,Nickeil Alexander-Walker,alexani01,23,UTA,SG,15,2,149,0.0,61.0,38.0,1.0,0.0,6.6,0.6,5,2,9,1,5,0.0,44,2,2
2022,NBA,Grayson Allen,allengr01,26,MIL,SG,66,61,1805,6.0,84.0,11.0,0.0,0.0,5.6,4.4,27,7,46,5,30,8.0,242,6,25
2022,NBA,Jarrett Allen,allenja01,23,CLE,C,56,56,1809,0.0,0.0,0.0,0.0,100.0,4.4,4.2,36,36,58,11,112,16.0,219,32,36
2022,NBA,Jose Alvarado,alvarjo01,23,NOP,PG,54,1,834,100.0,0.0,0.0,0.0,0.0,8.1,11.7,26,11,34,2,20,14.0,354,4,19
2022,NBA,Justin Anderson,anderju01,28,2TM,SF,16,6,316,0.0,1.0,43.0,55.0,0.0,-1.8,1.1,5,2,13,0,10,1.0,87,5,5
2022,NBA,Justin Anderson,anderju01,28,CLE,SF,3,0,47,0.0,6.0,75.0,19.0,0.0,35.7,34.1,1,1,3,0,1,0.0,17,0,0
2022,NBA,Justin Anderson,anderju01,28,IND,SF,13,6,269,0.0,0.0,38.0,62.0,0.0,-8.4,-4.6,4,1,10,0,9,1.0,70,5,5
2022,NBA,Kyle Anderson,anderky01,28,MEM,PF,69,11,1484,0.0,0.0,8.0,62.0,30.0,3.0,-4.5,33,19,44,10,46,6.0,440,14,25
2022,NBA,Giannis Antetokounmpo,antetgi01,27,MIL,PF,67,67,2204,0.0,0.0,1.0,65.0,34.0,8.0,11.0,72,67,87,48,367,3.0,1020,86,63
2022,NBA,Thanasis Antetokounmpo,antetth01,29,MIL,SF,48,6,473,1.0,27.0,51.0,20.0,1.0,-10.6,-15.6,8,6,33,4,20,7.0,53,2,13
2022,NBA,Carmelo Anthony,anthoca01,37,LAL,PF,69,3,1793,0.0,0.0,14.0,74.0,12.0,-3.0,0.3,20,9,87,22,60,2.0,167,13,18
2022,NBA,Cole Anthony,anthoco01,21,ORL,PG,65,65,2059,99.0,1.0,0.0,0.0,0.0,-5.9,4.9,106,48,90,4,93,20.0,902,21,44
2022,NBA,OG Anunoby,anunoog01,24,TOR,SF,48,48,1728,3.0,27.0,61.0,9.0,0.0,3.9,3.1,37,25,55,11,47,5.0,309,9,49
2022,NBA,Ryan Arcidiacono,arcidry01,27,NYK,PG,10,0,76,15.0,51.0,34.0,0.0,0.0,-7.3,-7.7,3,0,1,0,0,4.0,9,0,0
2022,NBA,Trevor Ariza,arizatr01,36,LAL,SF,24,11,462,0.0,0.0,44.0,55.0,2.0,-4.8,-1.9,5,3,13,0,6,4.0,72,3,3
2022,NBA,D.J. Augustin,augusdj01,34,2TM,PG,55,2,883,100.0,0.0,0.0,0.0,0.0,-11.7,-5.8,44,8,20,1,11,2.0,265,3,10
2022,NBA,D.J. Augustin,augusdj01,34,HOU,PG,34,2,510,100.0,0.0,0.0,0.0,0.0,-13.9,-5.6,33,8,8,1,9,1.0,181,2,5
2022,NBA,D.J. Augustin,augusdj01,34,LAL,PG,21,0,373,100.0,0.0,0.0,0.0,0.0,-8.7,-6.1,11,0,12,0,2,1.0,84,1,5
2022,NBA,Deni Avdija,avdijde01,21,WAS,SF,82,8,1984,0.0,7.0,69.0,24.0,0.0,-0.7,5.2,55,20,105,4,52,2.0,387,11,39
2022,NBA,Joel Ayayi,ayayijo01,21,WAS,SG,7,0,20,20.0,51.0,29.0,0.0,0.0,0.2,3.5,0,0,0,0,0,0.0,11,0,2
2022,NBA,Deandre Ayton,aytonde01,23,PHO,C,58,58,1713,0.0,0.0,0.0,0.0,100.0,9.8,3.7,19,34,89,23,71,2.0,210,17,37
2022,NBA,Udoka Azubuike,azubuud01,22,UTA,C,17,6,195,0.0,0.0,0.0,0.0,100.0,-0.1,-6.5,2,2,15,5,5,0.0,0,3,2
2022,NBA,Marvin Bagley III,baglema01,22,2TM,PF,48,25,1146,0.0,0.0,0.0,71.0,29.0,-5.9,0.8,9,5,57,14,55,9.0,95,19,30
2022,NBA,Marvin Bagley III,baglema01,22,SAC,PF,30,17,656,0.0,0.0,0.0,78.0,22.0,-2.9,3.1,4,4,32,7,24,5.0,45,9,21
2022,NBA,Marvin Bagley III,baglema01,22,DET,PF,18,8,490,0.0,0.0,0.0,60.0,40.0,-10.0,-2.2,5,1,25,7,31,4.0,50,10,9
2022,NBA,LaMelo Ball,ballla01,20,CHO,PG,75,75,2422,94.0,6.0,0.0,0.0,0.0,1.2,1.7,156,39,84,17,91,15.0,1338,23,51
2022,NBA,Lonzo Ball,balllo01,24,CHI,PG,35,35,1212,82.0,18.0,0.0,0.0,0.0,2.8,4.5,57,15,41,7,13,4.0,408,5,18
2022,NBA,Mo Bamba,bambamo01,23,ORL,C,71,69,1824,0.0,0.0,0.0,1.0,99.0,-9.3,-2.1,30,20,114,14,35,3.0,206,6,31
2022,NBA,Desmond Bane,banede01,23,MEM,SG,76,76,2266,0.0,58.0,41.0,1.0,0.0,7.4,3.8,44,33,92,17,53,2.0,518,16,68
2022,NBA,Dalano Banton,bantoda01,22,TOR,PG,64,1,696,56.0,43.0,1.0,0.0,0.0,2.0,-0.2,21,14,29,10,20,1.0,240,4,17
2022,NBA,Cat Barber,barbeca01,27,ATL,PG,3,0,13,100.0,0.0,0.0,0.0,0.0,35.7,34.0,0,1,1,0,1,0.0,8,0,1
2022,NBA,Harrison Barnes,barneha02,29,SAC,PF,77,77,2587,0.0,0.0,50.0,50.0,1.0,-6.7,-3.6,46,51,42,15,186,18.0,451,50,48
2022,NBA,Scottie Barnes,barnesc01,20,TOR,PF,74,74,2617,0.0,1.0,38.0,54.0,7.0,1.5,-2.0,83,26,81,12,107,16.0,622,30,38
2022,NBA,RJ Barrett,barrerj01,21,NYK,SF,70,70,2417,0.0,2.0,93.0,5.0,0.0,-2.8,-7.9,83,46,71,11,197,16.0,496,40,105
2022,NBA,Will Barton,bartowi01,31,DEN,SG,71,71,2277,0.0,65.0,34.0,1.0,0.0,1.8,-1.2,64,45,62,10,59,8.0,646,11,47
2022,NBA,Charles Bassey,bassech01,21,PHI,C,23,0,168,0.0,0.0,0.0,0.0,100.0,-10.6,-13.8,1,4,21,0,7,0.0,18,2,3
2022,NBA,Paris Bass,basspa01,26,PHO,SF,2,0,7,0.0,0.0,100.0,0.0,0.0,12.5,4.8,1,1,1,0,1,0.0,0,0,2
2022,NBA,Keita Bates-Diop,bateske01,26,SAS,SF,59,14,956,0.0,0.0,18.0,78.0,4.0,1.7,2.2,18,15,29,5,32,1.0,99,9,26
